547648866|1|Thành công|20/11/20 16:37:37
873190596|1|Thành công|20/11/20 16:39:00
827161528|1|Thành công|20/11/20 16:41:38
940447605|1|Thành công|20/11/20 16:43:54
110161023|1|Thành công|20/11/20 16:45:04
617558293|1|Thành công|20/11/20 16:45:50
407051017|1|Thành công|20/11/20 18:54:05
539535167|1|Thành công|20/11/20 20:28:50
761252243|1|Thành công|20/11/20 20:30:14
950464915|1|Thành công|21/11/20 14:56:16
222973226|1|Thành công|21/11/20 15:34:22
525448784|1|Thành công|22/11/20 09:52:50
627547056|1|Thành công|22/11/20 18:23:31
453283688|1|Thành công|22/11/20 18:24:59
868631503|1|Thành công|22/11/20 19:59:41
154603642|1|Thành công|22/11/20 20:05:25
181238043|1|Thành công|23/11/20 23:06:39
694572722|1|Thành công|23/11/20 23:18:22
435852668|1|Thành công|23/11/20 23:21:58
226050513|1|Thành công|23/11/20 23:23:24
324599525|1|Thành công|23/11/20 23:38:51
707580725|1|Thành công|23/11/20 23:47:58
402710654|1|Thành công|24/11/20 07:51:06
225528399|3|Thẻ lỗi|24/11/20 20:59:35
667574234|1|Thành công|25/11/20 18:11:03
487315264|1|Thành công|25/11/20 18:11:36
592215682|1|Thành công|25/11/20 18:29:14
562517299|1|Thành công|25/11/20 18:29:22
282915861|1|Thành công|25/11/20 18:29:46
265877471|1|Thành công|25/11/20 18:30:34
351711445|1|Thành công|25/11/20 18:32:51
404800498|1|Thành công|25/11/20 20:22:14
148604474|1|Thành công|25/11/20 20:24:08
348196332|1|Thành công|25/11/20 20:50:47
|||11/12/20 21:16:24
|||11/12/20 21:16:25
424299747|1|Thành công|11/12/20 21:35:30
690527976|3|Thẻ lỗi|16/12/20 20:15:13
779573750|3|Thẻ lỗi|16/12/20 20:17:19
148280071|1|Thành công|16/12/20 20:24:48
242024860|1|Thành công|16/12/20 20:24:57
118321434|1|Thành công|18/12/20 11:40:00
628441685|1|Thành công|18/12/20 11:41:07
195133761|1|Thành công|18/12/20 11:42:52
642159568|1|Thành công|18/12/20 11:43:29
468489075|1|Thành công|19/12/20 12:43:06
678830559|1|Thành công|19/12/20 19:12:14
378804012|2|Thẻ sai mệnh giá|20/12/20 10:06:35
227144620|2|Thẻ sai mệnh giá|20/12/20 10:17:30
968535696|2|Thẻ sai mệnh giá|20/12/20 14:29:08
782658305|1|Thành công|23/12/20 11:54:50
400782680|3|Thẻ lỗi|24/12/20 13:00:20
429893001|3|Thẻ lỗi|24/12/20 14:12:35
459477722|1|Thành công|24/12/20 18:57:13
621856979|1|Thành công|24/12/20 19:00:20
184771642|3|Thẻ lỗi|24/12/20 19:05:10
666046556|3|Thẻ lỗi|26/12/20 07:45:49
492507512|1|Thành công|26/12/20 10:05:39
372621234|3|Thẻ lỗi|26/12/20 10:10:01
629500220|1|Thành công|26/12/20 10:12:17
586854120|1|Thành công|27/12/20 16:12:09
651602102|1|Thành công|28/12/20 19:58:15
339154280|1|Thành công|28/12/20 19:58:33
846190202|1|Thành công|28/12/20 20:00:27
921165294|1|Thành công|28/12/20 20:03:15
822189145|3|Thẻ lỗi|29/12/20 18:39:43
448406364|3|Thẻ lỗi|29/12/20 20:32:22
911015975|1|Thành công|31/12/20 11:07:33
114792780|3|Thẻ lỗi|31/12/20 17:00:47
335044614|3|Thẻ lỗi|06/01/21 11:17:16
361521239|3|Thẻ lỗi|06/01/21 11:18:25
630152926|3|Thẻ lỗi|06/01/21 16:42:49
287289826|3|Thẻ lỗi|06/01/21 16:43:38
648590797|3|Thẻ lỗi|06/01/21 16:44:28
231984395|3|Thẻ lỗi|08/01/21 12:30:18
676277591|3|Thẻ lỗi|08/01/21 12:30:49
441973123|1|Thành công|09/01/21 19:15:02
715453891|1|Thành công|09/01/21 19:16:13
629076650|1|Thành công|11/01/21 12:21:07
608308571|1|Thành công|11/01/21 12:22:05
156213884|1|Thành công|11/01/21 12:22:55
198922265|1|Thành công|12/01/21 07:28:58
204768145|1|Thành công|12/01/21 17:24:34
533886885|1|Thành công|14/01/21 16:24:47
381038884|1|Thành công|15/01/21 11:16:57
314984828|3|Thẻ lỗi|15/01/21 17:29:50
775335140|3|Thẻ lỗi|16/01/21 17:03:39
320400825|1|Thành công|16/01/21 17:04:40
527823152|3|Thẻ lỗi|16/01/21 18:07:45
