4457053|1|Thành công|29/09/20 01:32:14
830723484|3|Thẻ lỗi|29/09/20 01:40:19
223951912|1|Thành công|29/09/20 01:44:59
|||29/09/20 02:37:56
957476308|3|Thẻ lỗi|29/09/20 12:30:48
446448404|1|Thành công|30/09/20 15:56:53
607544731|1|Thành công|30/09/20 20:10:00
266032219|1|Thành công|30/09/20 21:27:50
518584660|1|Thành công|01/10/20 05:56:21
160075598|1|Thành công|01/10/20 11:31:28
673169541|1|Thành công|01/10/20 16:34:56
665786475|1|Thành công|01/10/20 19:34:16
646818782|1|Thành công|01/10/20 21:13:22
219477069|1|Thành công|02/10/20 11:51:02
646838022|1|Thành công|02/10/20 12:19:33
181772618|3|Thẻ lỗi|02/10/20 13:20:49
915733106|3|Thẻ lỗi|02/10/20 13:21:01
928013011|3|Thẻ lỗi|02/10/20 13:22:02
122363040|3|Thẻ lỗi|02/10/20 13:22:48
903605975|3|Thẻ lỗi|02/10/20 13:25:40
113079109|3|Thẻ lỗi|02/10/20 13:27:12
674380804|3|Thẻ lỗi|02/10/20 13:27:47
279021022|1|Thành công|02/10/20 13:46:26
216311243|1|Thành công|02/10/20 13:57:09
115694955|3|Thẻ lỗi|02/10/20 18:53:34
525427372|3|Thẻ lỗi|02/10/20 18:55:33
861740067|1|Thành công|02/10/20 19:54:08
738024808|1|Thành công|03/10/20 10:44:04
155626790|1|Thành công|03/10/20 10:52:21
548469107|1|Thành công|03/10/20 12:33:53
705714927|1|Thành công|03/10/20 12:49:22
673553128|1|Thành công|03/10/20 13:15:18
427471473|1|Thành công|03/10/20 13:17:35
783555366|3|Thẻ lỗi|03/10/20 15:35:33
487121870|1|Thành công|03/10/20 19:25:22
851912559|1|Thành công|03/10/20 19:36:43
810232739|1|Thành công|03/10/20 21:39:55
992557227|3|Thẻ lỗi|03/10/20 21:59:51
977806216|1|Thành công|03/10/20 22:01:31
203094034|1|Thành công|04/10/20 07:50:29
869330664|3|Thẻ lỗi|04/10/20 07:53:00
841993066|3|Thẻ lỗi|04/10/20 07:55:24
499745711|3|Thẻ lỗi|04/10/20 08:02:40
465547672|3|Thẻ lỗi|04/10/20 08:09:22
170023302|3|Thẻ lỗi|04/10/20 08:10:13
838119137|3|Thẻ lỗi|04/10/20 08:10:29
362930179|3|Thẻ lỗi|04/10/20 08:10:46
547027745|3|Thẻ lỗi|04/10/20 08:11:07
173897927|3|Thẻ lỗi|04/10/20 08:11:17
543889901|3|Thẻ lỗi|04/10/20 08:11:26
250085134|3|Thẻ lỗi|04/10/20 08:11:46
522408626|3|Thẻ lỗi|04/10/20 08:11:55
206052680|3|Thẻ lỗi|04/10/20 08:12:06
851754538|3|Thẻ lỗi|04/10/20 08:12:15
439422363|3|Thẻ lỗi|04/10/20 08:12:22
257565858|3|Thẻ lỗi|04/10/20 08:12:35
626270636|3|Thẻ lỗi|04/10/20 08:13:00
610218271|1|Thành công|04/10/20 08:22:20
405986987|3|Thẻ lỗi|04/10/20 08:23:13
848543465|1|Thành công|04/10/20 08:41:16
555912739|3|Thẻ lỗi|04/10/20 08:42:33
203421318|1|Thành công|04/10/20 08:55:17
821718965|1|Thành công|04/10/20 09:12:42
382675016|1|Thành công|04/10/20 09:46:29
243498178|1|Thành công|04/10/20 14:10:51
921951043|1|Thành công|04/10/20 17:50:00
896201619|1|Thành công|05/10/20 12:34:11
756258725|1|Thành công|05/10/20 12:39:14
519308187|1|Thành công|05/10/20 17:15:36
312160618|1|Thành công|05/10/20 20:52:14
746793424|1|Thành công|06/10/20 10:11:50
648978978|3|Thẻ lỗi|06/10/20 11:19:17
300897094|3|Thẻ lỗi|06/10/20 11:20:18
744130235|3|Thẻ lỗi|06/10/20 11:23:17
847723084|3|Thẻ lỗi|06/10/20 11:35:10
923635638|3|Thẻ lỗi|06/10/20 13:06:07
978265297|3|Thẻ lỗi|06/10/20 13:10:06
196848467|3|Thẻ lỗi|08/10/20 18:37:35
697294194|1|Thành công|08/10/20 23:37:22
669205165|1|Thành công|09/10/20 07:54:24
286306648|1|Thành công|09/10/20 07:55:47
457595435|1|Thành công|09/10/20 07:56:48
223465966|3|Thẻ lỗi|09/10/20 09:50:11
576558186|3|Thẻ lỗi|12/10/20 10:10:15
769399001|3|Thẻ lỗi|18/10/20 08:54:27
812204405|1|Thành công|18/10/20 20:56:34
108134757|3|Thẻ lỗi|23/10/20 06:37:51
304203666|1|Thành công|24/10/20 13:54:28
469796118|1|Thành công|24/10/20 14:11:59
176662883|1|Thành công|24/10/20 14:14:23
429093224|1|Thành công|24/10/20 15:35:01
140354132|1|Thành công|24/10/20 15:35:09
740853793|1|Thành công|24/10/20 16:10:48
145354317|1|Thành công|24/10/20 16:12:25
742709258|1|Thành công|24/10/20 16:13:26
307025061|3|Thẻ lỗi|25/10/20 13:12:56
690784614|1|Thành công|25/10/20 13:15:18
503661055|1|Thành công|25/10/20 14:42:42
812533845|3|Thẻ lỗi|08/11/20 13:58:36
|||12/11/20 10:43:16
|||12/11/20 10:43:17
|||12/11/20 10:43:18
|||12/11/20 10:43:19
|||12/11/20 10:43:19
|||12/11/20 10:43:19
|||12/11/20 10:43:24
329085330|3|Thẻ lỗi|12/11/20 11:59:38
614795002|1|Thành công|12/11/20 12:00:41
663421474|1|Thành công|12/11/20 18:18:31
214396638|3|Thẻ lỗi|15/11/20 00:56:06
171017064|1|Thành công|15/11/20 20:01:04
694232729|1|Thành công|15/11/20 21:03:33
435576589|1|Thành công|15/11/20 21:04:09
650028480|3|Thẻ lỗi|16/11/20 09:58:20
547937248|3|Thẻ lỗi|16/11/20 10:00:49
173871779|1|Thành công|16/11/20 10:06:04
732716067|1|Thành công|16/11/20 10:17:28
821056447|1|Thành công|16/11/20 10:20:12
239275079|1|Thành công|16/11/20 10:31:45
497912997|1|Thành công|16/11/20 10:33:04
297205210|1|Thành công|16/11/20 12:17:43
461822253|1|Thành công|16/11/20 12:18:00
932914863|1|Thành công|16/11/20 15:19:04
364535119|1|Thành công|16/11/20 17:40:59
640869421|1|Thành công|16/11/20 17:44:20
213136812|1|Thành công|16/11/20 17:44:40
379216106|1|Thành công|16/11/20 17:46:47
907311310|1|Thành công|17/11/20 10:58:35
325795069|2|Thẻ sai mệnh giá|17/11/20 11:28:12
986802317|1|Thành công|17/11/20 11:28:57
256388681|3|Thẻ lỗi|17/11/20 11:31:48
369753908|1|Thành công|17/11/20 14:01:19
930880592|1|Thành công|17/11/20 14:02:29
514359345|3|Thẻ lỗi|17/11/20 14:03:02
465226966|1|Thành công|17/11/20 14:04:20
495894017|1|Thành công|17/11/20 14:04:56
746770845|3|Thẻ lỗi|17/11/20 14:05:45
564307449|1|Thành công|17/11/20 17:04:39
102851178|1|Thành công|17/11/20 17:06:16
847577586|1|Thành công|17/11/20 17:29:43
524849090|1|Thành công|17/11/20 17:30:16
767422394|1|Thành công|17/11/20 20:18:38
374805423|1|Thành công|17/11/20 20:19:42
671091268|1|Thành công|17/11/20 20:24:28
861123076|1|Thành công|17/11/20 20:25:59
470869503|3|Thẻ lỗi|17/11/20 22:11:06
452462900|1|Thành công|17/11/20 22:15:53
399732632|1|Thành công|17/11/20 22:45:23
322754516|1|Thành công|18/11/20 07:35:30
101279206|1|Thành công|18/11/20 07:36:14
171604079|1|Thành công|18/11/20 07:37:26
889226793|1|Thành công|18/11/20 07:56:24
565168710|1|Thành công|18/11/20 07:57:23
729511446|1|Thành công|18/11/20 08:31:46
408681660|1|Thành công|18/11/20 11:16:36
626606992|1|Thành công|18/11/20 12:00:28
173031169|1|Thành công|18/11/20 12:10:31
918304235|3|Thẻ lỗi|18/11/20 13:10:15
655589763|1|Thành công|18/11/20 20:28:12
295218550|1|Thành công|18/11/20 20:35:23
866268756|1|Thành công|18/11/20 20:35:52
123808088|1|Thành công|18/11/20 23:23:24
310731111|1|Thành công|18/11/20 23:25:42
506279957|1|Thành công|18/11/20 23:27:06
318186191|3|Thẻ lỗi|19/11/20 12:11:22
190219618|1|Thành công|20/11/20 09:44:56
805156262|1|Thành công|20/11/20 09:45:46
133423743|1|Thành công|20/11/20 09:46:33
789768678|1|Thành công|20/11/20 16:36:13
